title,authors,cover,summary,language,categories,editor,publicationYear,pagesNumber,amazonLink,kindleLink,audibleLink,fnacLink,ISBN,rating
The Anatomy Coloring Book,,,,,"['New', 'Used', 'Rental', 'Textbooks', 'Medicine', 'Health Sciences']",,,,https://www.amazon.com/dp/0321832019,,,,0321832019,4.6
The Autobiography of Malcolm X: As Told to Alex Haley,,"https://images-na.ssl-images-amazon.com/images/I/51K6Bsvbn6L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Politics', 'Social Sciences', 'Social', 'Sciences']",,,,https://www.amazon.com/dp/0345350685,,,,0345350685,4.8
The Autobiography of Malcolm X (As Told to Alex Haley),,"https://images-na.ssl-images-amazon.com/images/I/51TNvYQ7ODL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Politics', 'Social Sciences', 'Social', 'Sciences']",,,,https://www.amazon.com/dp/0345376714,,,,0345376714,4.8
Women Who Run with the Wolves: Myths and Stories of the Wild Woman Archetype,,"https://images-na.ssl-images-amazon.com/images/I/51y80rdnDGL._SY291_BO1,204,203,200_QL40_ML2_.jpg",,,"['Politics', 'Social Sciences', 'Social', 'Sciences']",,,,https://www.amazon.com/dp/0345377443,,,,9780345377449,4.7
Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype,,"https://images-na.ssl-images-amazon.com/images/I/51Vh2-+5SrL._SY344_BO1,204,203,200_.jpg",,,"['Politics', 'Social Sciences', 'Social', 'Sciences']",,,,https://www.amazon.com/dp/0345396812,,,,0345396812,4.7
"Sacred Woman: A Guide to Healing the Feminine Body, Mind, and Spirit",,"https://images-na.ssl-images-amazon.com/images/I/41SS7ziFMoL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,https://www.amazon.com/dp/0345434862,,,,0345434862,4.7
Mindset: The New Psychology of Success,,"https://images-na.ssl-images-amazon.com/images/I/41j2-Rz1jiL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Business', 'Money', 'Personal', 'Finance']",,,,https://www.amazon.com/dp/0345472322,,,,0345472322,4.6
The Lord of the Rings Illustrated Edition,,"https://images-na.ssl-images-amazon.com/images/I/41vN31PD7SL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Science-Fiction', 'Fantasy']",,,,https://www.amazon.com/dp/0358653037,,,,0358653037,4.8
I Know Why the Caged Bird Sings,,"https://images-na.ssl-images-amazon.com/images/I/41uIj3hEi1L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature', 'Fiction', 'Poetry']",,,,https://www.amazon.com/dp/0345514408,,,,0345514408,4.8
The Racketeer: A Novel,,"https://images-na.ssl-images-amazon.com/images/I/51+f6uftBXL._SY344_BO1,204,203,200_.jpg",,,"['Mystery', 'Thriller', 'Suspense']",,,,https://www.amazon.com/dp/0345530578,,,,034553057,4.4
Defending Jacob: A Novel,,"https://images-na.ssl-images-amazon.com/images/I/51kW8Whh7xL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Mystery', 'Thriller', 'Suspense']",,,,https://www.amazon.com/dp/0345533666,,,,0345533666,4.4
A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,,"https://images-na.ssl-images-amazon.com/images/I/61iRBvRYEcL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature', 'Fiction', 'Genre']",,,,https://www.amazon.com/dp/0345535529,,,,0345535529,4.7
J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,,"https://images-na.ssl-images-amazon.com/images/I/51ZPu2ZxiIL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature', 'Fiction', 'Genre']",,,,https://www.amazon.com/dp/0345538374,,,,0345538374,4.8
Jurassic Park: A Novel,,"https://images-na.ssl-images-amazon.com/images/I/51L1V4DpHpL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature', 'Fiction', 'Action', 'Adventure']",,,,https://www.amazon.com/dp/0345538986,,,,0345538986,4.8
Red Rising,,"https://images-na.ssl-images-amazon.com/images/I/517HuWn9+mL._SY344_BO1,204,203,200_.jpg",,,"['Literature', 'Fiction', 'Action', 'Adventure']",,,,https://www.amazon.com/dp/0345539788,,,,0553390791,4.6
Sycamore Row (The Jake Brigance),,"https://images-na.ssl-images-amazon.com/images/I/41Y7imaU4oL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Mystery', 'Thriller', 'Suspense']",,,,https://www.amazon.com/dp/0345543246,,,,0345543246,4.6
Gray Mountain: A Novel,,"https://images-na.ssl-images-amazon.com/images/I/51tXQbOP7wL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Mystery', 'Thriller', 'Suspense']",,,,https://www.amazon.com/dp/0345543254,,,,0345543254,4.0
Small Great Things: A Novel,,"https://images-na.ssl-images-amazon.com/images/I/517r4Ni5PnL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature', 'Fiction', 'Genre']",,,,https://www.amazon.com/dp/0345544978,,,,0345544978,4.7
The Underground Railroad: A Novel,,"https://images-na.ssl-images-amazon.com/images/I/51B4-CSCeaL._SY291_BO1,204,203,200_QL40_ML2_.jpg",,,"['Literature', 'Fiction', 'United', 'States']",,,,https://www.amazon.com/dp/0345804325,,,,0345804325,4.5
The Nickel Boys: A Novel,,"https://images-na.ssl-images-amazon.com/images/I/41yoeWi986S._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature', 'Fiction', 'Genre']",,,,https://www.amazon.com/dp/0345804341,,,,0345804341,4.6
The Shining,,"https://images-na.ssl-images-amazon.com/images/I/41ksNxnzTIL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature', 'Fiction', 'Genre']",,,,https://www.amazon.com/dp/0345806786,,,,0345806786,4.8
The Mamba Mentality: How I Play,,"https://images-na.ssl-images-amazon.com/images/I/51U2Nh1UllL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Sports', 'Outdoors', 'Biographies']",,,,https://www.amazon.com/dp/0374201234,,,,0374201234,4.9
Deep Work,,"https://images-na.ssl-images-amazon.com/images/I/41innd7H0aL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Business', 'Money', 'Management', 'Leadership']",,,,https://www.amazon.com/dp/0349411905,,,,0349411905,4.6
"Thinking, Fast and Slow",,"https://images-na.ssl-images-amazon.com/images/I/319zc862DSL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Business', 'Money', 'Management', 'Leadership']",,,,https://www.amazon.com/dp/0374275637,,,,0374275637,4.6
The Vanishing Half: Shortlisted for the Women's Prize 2021,,"https://images-na.ssl-images-amazon.com/images/I/51uIHS3KfdL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['LGBTQ+', 'Literature', 'Fiction']",,,,https://www.amazon.com/dp/0349701474,,,,0349701474,4.4
If Animals Kissed Good Night,,"https://images-na.ssl-images-amazon.com/images/I/51PRQuO-xjL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,https://www.amazon.com/dp/0374300216,,,,0374300216,4.8
Holes,,"https://images-na.ssl-images-amazon.com/images/I/516ae4UcBeL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,https://www.amazon.com/dp/0374312648,,,,0374312648,4.8
"The Pout-Pout Fish (A Pout-Pout Fish Adventure, 1)",,"https://images-na.ssl-images-amazon.com/images/I/51QCFvcj9HL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,https://www.amazon.com/dp/0374360960,,,,0374360960,4.9
The Pout-Pout Fish,,"https://images-na.ssl-images-amazon.com/images/I/517WikvSOAL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,https://www.amazon.com/dp/0374360979,,,,0374360979,4.9
"A Wrinkle in Time (A Wrinkle in Time Quintet, 1)",,"https://images-na.ssl-images-amazon.com/images/I/51bfA12xBBL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Teen', 'Young Adult', 'Science-Fiction', 'Fantasy']",,,,https://www.amazon.com/dp/0374386137,,,,0374386137,4.6
The Monster at the End of This Book (Sesame Street) (Big Bird's Favorites Board Books),,"https://images-na.ssl-images-amazon.com/images/I/61YL0R+SqEL._SY344_BO1,204,203,200_.jpg",,,[],,,,https://www.amazon.com/dp/0375805613,,,,0375805613,4.9
Junie B. Jones's First Boxed Set Ever! (Books 1-4),,"https://images-na.ssl-images-amazon.com/images/I/51zODjikJoL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,https://www.amazon.com/dp/0375813616,,,,9780375813610,4.8
"Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates Past Noon",,"https://images-na.ssl-images-amazon.com/images/I/51XlTkEKGhL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,https://www.amazon.com/dp/0375813659,,,,9780375813658,4.8
Happy Birthday to You! (Mini Pops),,"https://images-na.ssl-images-amazon.com/images/I/51qQPN-wYPL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,https://www.amazon.com/dp/0375823115,,,,0375823115,4.8
The Book Thief,,"https://images-na.ssl-images-amazon.com/images/I/51OnU2r3LeL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,https://www.amazon.com/dp/0375831002,,,,0375831002,4.7
"Dr. Seuss's Beginner Book Collection (Cat in the Hat, One Fish Two Fish, Green Eggs and Ham, Hop on Pop, Fox in Socks)",,"https://images-na.ssl-images-amazon.com/images/I/51PWDGLykIL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature', 'Fiction', 'Poetry']",,,,https://www.amazon.com/dp/0375851569,,,,0375851569,4.9
Wonder,,"https://images-na.ssl-images-amazon.com/images/I/41VJT+TCLkL._SY344_BO1,204,203,200_.jpg",,,[],,,,https://www.amazon.com/dp/0375869026,,,,0375969020,4.8
Rebecca,,"https://images-na.ssl-images-amazon.com/images/I/51lJtCKRBoL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Mystery', 'Thriller', 'Suspense']",,,,https://www.amazon.com/dp/0380730405,,,,0380730405,4.5
Coraline,,"https://images-na.ssl-images-amazon.com/images/I/41Et0Gz5tBL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,https://www.amazon.com/dp/0380807343,,,,0380807343,4.8
The Stand: The Complete and Uncut Edition,,"https://images-na.ssl-images-amazon.com/images/I/51TP0hoY+nL._SY344_BO1,204,203,200_.jpg",,,"['Literature', 'Fiction', 'Genre']",,,,https://www.amazon.com/dp/0385199570,,,,0385199570,4.7
Outlander,,"https://images-na.ssl-images-amazon.com/images/I/41gqTTYsSHL._SY291_BO1,204,203,200_QL40_ML2_.jpg",,,"['Literature', 'Fiction', 'Genre']",,,,https://www.amazon.com/dp/0385302304,,,,0385302304,4.7
Dragonfly in Amber (Outlander),,"https://images-na.ssl-images-amazon.com/images/I/41RsyQ96Z9L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature', 'Fiction', 'Genre']",,,,https://www.amazon.com/dp/0385302312,,,,0385302312,4.8
Voyager (Outlander),,"https://images-na.ssl-images-amazon.com/images/I/41SsKD7DnrL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature', 'Fiction', 'Genre']",,,,https://www.amazon.com/dp/0385302320,,,,0385302320,4.8
Slaughterhouse-Five: A Novel,,"https://images-na.ssl-images-amazon.com/images/I/41+1PJ-I9gL._SY344_BO1,204,203,200_.jpg",,,"['Literature', 'Fiction', 'Genre']",,,,https://www.amazon.com/dp/0385312083,,,,0385312083,4.5
The Fiery Cross,,"https://images-na.ssl-images-amazon.com/images/I/41rnN00c5-L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature', 'Fiction', 'Genre']",,,,https://www.amazon.com/dp/0385315279,,,,0385315279,4.7
A Breath of Snow and Ashes (Outlander),,"https://images-na.ssl-images-amazon.com/images/I/51pvr9qHA6L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Science-Fiction', 'Fantasy']",,,,https://www.amazon.com/dp/0385324162,,,,0385324162,4.8
Slaughterhouse-Five: A Novel (Modern Library 100 Best Novels),,"https://images-na.ssl-images-amazon.com/images/I/41-D+w0DPxL._SY344_BO1,204,203,200_.jpg",,,"['Literature', 'Fiction', 'Genre']",,,,https://www.amazon.com/dp/0385333846,,,,0812988523,4.5
"Dragonfly in Amber (Outlander, Book 2)",,"https://images-na.ssl-images-amazon.com/images/I/41WN9brgivL._SY291_BO1,204,203,200_QL40_ML2_.jpg",,,"['Literature', 'Fiction', 'Genre']",,,,https://www.amazon.com/dp/0385335970,,,,0385335970,4.8
The Guernsey Literary and Potato Peel Pie Society: A Novel,,"https://images-na.ssl-images-amazon.com/images/I/51YOkLTmvZL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature', 'Fiction', 'Genre']",,,,https://www.amazon.com/dp/0385340990,,,,1741751683,4.7
The Guernsey Literary and Potato Peel Pie Society,,"https://images-na.ssl-images-amazon.com/images/I/51zSWUuPdTL._SY291_BO1,204,203,200_QL40_ML2_.jpg",,,"['Literature', 'Fiction', 'Genre']",,,,https://www.amazon.com/dp/0385341008,,,,9780385341004,4.7
An Echo in the Bone (Outlander),,"https://images-na.ssl-images-amazon.com/images/I/41CssNzw4dL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Science-Fiction', 'Fantasy']",,,,https://www.amazon.com/dp/0385342454,,,,0385342454,4.8
Written in My Own Heart's Blood (Outlander),,"https://images-na.ssl-images-amazon.com/images/I/518jMjtY04L._SY291_BO1,204,203,200_QL40_ML2_.jpg",,,"['Science-Fiction', 'Fantasy']",,,,https://www.amazon.com/dp/0385344430,,,,0385344430,4.8
"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",,"https://images-na.ssl-images-amazon.com/images/I/4111Es3ImZL._SY291_BO1,204,203,200_QL40_ML2_.jpg",,,"['Biographies', 'Memoirs', 'Leaders', 'Notable People']",,,,https://www.amazon.com/dp/0385348711,,,,0385348711,4.7
Station Eleven,,"https://images-na.ssl-images-amazon.com/images/I/51btHvH7AxL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Science-Fiction', 'Fantasy', 'Science', 'Fiction']",,,,https://www.amazon.com/dp/0385353308,,,,0385353308,4.3
Where Do Diggers Sleep at Night? (Where Do...Series),,"https://images-na.ssl-images-amazon.com/images/I/61mlK5dRu2L._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,https://www.amazon.com/dp/0385374151,,,,0385374151,4.8
The Wonderful Things You Will Be,,"https://images-na.ssl-images-amazon.com/images/I/51gEY86ijML._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,https://www.amazon.com/dp/0385376715,,,,0385376715,4.9
P is for Potty! (Sesame Street) (Lift-the-Flap),,"https://images-na.ssl-images-amazon.com/images/I/51yRKiHej-L._SX218_BO1,204,203,200_QL40_ML2_.jpg",,,[],,,,https://www.amazon.com/dp/038538369X,,,,9780385383691,4.7
"Tuesdays with Morrie: An Old Man, A Young Man and Life's Greatest Lesson",,"https://images-na.ssl-images-amazon.com/images/I/51bybVdueNL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Self-Help', 'Death', 'Grief']",,,,https://www.amazon.com/dp/0385484518,,,,0385484518,4.8
The Handmaid's Tale,,"https://images-na.ssl-images-amazon.com/images/I/41vgWYsM82L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature', 'Fiction', 'Genre']",,,,https://www.amazon.com/dp/038549081X,,,,038549081X,4.4
The Body: A Guide for Occupants,,"https://images-na.ssl-images-amazon.com/images/I/41FdaN8NBfL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Humor', 'Entertainment']",,,,https://www.amazon.com/dp/0385539304,,,,0385539304,4.7
The Underground Railroad (Pulitzer Prize Winner) (National Book Award Winner) (Oprah's Book Club): A Novel,,"https://images-na.ssl-images-amazon.com/images/I/61HE7QKyt3L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature', 'Fiction', 'United', 'States']",,,,https://www.amazon.com/dp/0385542364,,,,0385542364,4.5
Hidden Valley Road: Inside the Mind of an American Family,,"https://images-na.ssl-images-amazon.com/images/I/51HozGo5tZL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Biographies', 'Memoirs', 'Professionals', 'Academics']",,,,https://www.amazon.com/dp/038554376X,,,,038554376X,4.5
"Darker: Fifty Shades Darker as Told by Christian (Fifty Shades Of Grey Series, 5)",,"https://images-na.ssl-images-amazon.com/images/I/41ktPbvn3ZL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,https://www.amazon.com/dp/0385543913,,,,0385543913,4.8
The Guardians: A Novel,,"https://images-na.ssl-images-amazon.com/images/I/518n8X9DFcL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Mystery', 'Thriller', 'Suspense']",,,,https://www.amazon.com/dp/0385544189,,,,0385544189,4.5
A Time for Mercy (Jake Brigance),,"https://images-na.ssl-images-amazon.com/images/I/51Q4FT2AIfL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Mystery', 'Thriller', 'Suspense']",,,,https://www.amazon.com/dp/0385545967,,,,0385545967,4.6
The Judge's List: A Novel (The Whistler),,"https://images-na.ssl-images-amazon.com/images/I/416Uc0RhQWL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Mystery', 'Thriller', 'Suspense']",,,,https://www.amazon.com/dp/0385546025,,,,0385546025,4.5
While Justice Sleeps: A Novel,,"https://images-na.ssl-images-amazon.com/images/I/51RXjg08xcL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Mystery', 'Thriller', 'Suspense']",,,,https://www.amazon.com/dp/0385546572,,,,0385546572,4.5
Sooley: A Novel,,"https://images-na.ssl-images-amazon.com/images/I/41xFSVEhMHL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature', 'Fiction', 'Genre']",,,,https://www.amazon.com/dp/0385547684,,,,0385547684,4.5
"The Maze Runner (Maze Runner, Book One): Book One",,"https://images-na.ssl-images-amazon.com/images/I/51HVjXW0E3L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Teen', 'Young Adult', 'Literature', 'Fiction']",,,,https://www.amazon.com/dp/0385737947,,,,0385737947,4.5
The Maze Runner (Book 1),,"https://images-na.ssl-images-amazon.com/images/I/51abqQT4ajL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Teen', 'Young Adult', 'Literature', 'Fiction']",,,,https://www.amazon.com/dp/0385737955,,,,9780385737951,4.5
We Were Liars,,"https://images-na.ssl-images-amazon.com/images/I/51M1xoZqIpL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Teen', 'Young Adult', 'Literature', 'Fiction']",,,,https://www.amazon.com/dp/038574126X,,,,9780385741262,4.5
"The Boy in the Striped Pajamas by Boyne, John (2006) Hardcover",,"https://images-na.ssl-images-amazon.com/images/I/61Yzcz5IMcL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,https://www.amazon.com/dp/0385751060,,,,0385751060,4.7
The Boy In the Striped Pajamas (Movie Tie-in Edition) (Random House Movie Tie-In Books),,"https://images-na.ssl-images-amazon.com/images/I/51UgZ4RHCqL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Teen', 'Young Adult', 'Literature', 'Fiction']",,,,https://www.amazon.com/dp/0385751893,,,,0385751893,4.7
How to Babysit a Grandma,,"https://images-na.ssl-images-amazon.com/images/I/51uw1zqXdbL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,https://www.amazon.com/dp/0385753845,,,,0385753845,4.8
Norse Mythology,,"https://images-na.ssl-images-amazon.com/images/I/51KXyVpv3IL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature', 'Fiction', 'Literary']",,,,https://www.amazon.com/dp/039360909X,,,,039360909X,4.7
Astrophysics for People in a Hurry,,"https://images-na.ssl-images-amazon.com/images/I/51wSvLJG-rS._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['History', 'Americas']",,,,https://www.amazon.com/dp/0393609391,,,,9780393609394,4.7
The Overstory: A Novel,,"https://images-na.ssl-images-amazon.com/images/I/51EpM2WuOiL._SY291_BO1,204,203,200_QL40_ML2_.jpg",,,"['Literature', 'Fiction', 'Genre']",,,,https://www.amazon.com/dp/039363552X,,,,039363552X,4.4
The Premonition: A Pandemic Story,,"https://images-na.ssl-images-amazon.com/images/I/41KYZRYpn8L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Medical', 'Books', 'Medicine']",,,,https://www.amazon.com/dp/0393881555,,,,0393881555,4.7
Trump: The Art of the Deal,,"https://images-na.ssl-images-amazon.com/images/I/51TTkIoTIjL._SY291_BO1,204,203,200_QL40_ML2_.jpg",,,"['Biographies', 'Memoirs', 'Leaders', 'Notable People']",,,,https://www.amazon.com/dp/0394555287,,,,0394555287,4.7
Twisted Twenty-Six (Stephanie Plum),,"https://images-na.ssl-images-amazon.com/images/I/41BGchYCrrL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature', 'Fiction', 'Humor', 'Satire']",,,,https://www.amazon.com/dp/0399180214,,,,0399180214,4.7
The Very Hungry Caterpillar,,"https://images-na.ssl-images-amazon.com/images/I/41w4B0f21VL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,https://www.amazon.com/dp/0399226907,,,,0399226907,4.9
The Cat in the Hat,,"https://images-na.ssl-images-amazon.com/images/I/51NpGEKBQoL._SY291_BO1,204,203,200_QL40_ML2_.jpg",,,[],,,,https://www.amazon.com/dp/039480001X,,,,039480001X,4.9
One Fish Two Fish Red Fish Blue Fish,,"https://images-na.ssl-images-amazon.com/images/I/51YWnlLkblL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,https://www.amazon.com/dp/0394800133,,,,0394800133,4.9
Green Eggs and Ham,,"https://images-na.ssl-images-amazon.com/images/I/41QZuBj-CPL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,https://www.amazon.com/dp/0394800168,,,,0545002850,4.9
Are You My Mother ?,,"https://images-na.ssl-images-amazon.com/images/I/51BtPDXB24L._SY291_BO1,204,203,200_QL40_ML2_.jpg",,,[],,,,https://www.amazon.com/dp/0394800184,,,,0394800184,4.9
A Christmas Carol: The Original Manuscript Edition,,"https://images-na.ssl-images-amazon.com/images/I/51sejpWy6XL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature', 'Fiction', 'History', 'Criticism']",,,,https://www.amazon.com/dp/0393608646,,,,0393608646,4.7
Where's Spot?,,"https://images-na.ssl-images-amazon.com/images/I/51o4b5AdNLL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,https://www.amazon.com/dp/0399240462,,,,0399240462,4.8
Fox in Socks (Beginner Books),,"https://images-na.ssl-images-amazon.com/images/I/51CDMBtlLgL._SY291_BO1,204,203,200_QL40_ML2_.jpg",,,[],,,,https://www.amazon.com/dp/0394800389,,,,9780394800387,4.9
Happy Birthday to You!,,"https://images-na.ssl-images-amazon.com/images/I/51xHgwuohnL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,https://www.amazon.com/dp/0394800761,,,,0394800761,4.8
How the Grinch Stole Christmas! (Classic Seuss),,"https://images-na.ssl-images-amazon.com/images/I/511KgC5-DLL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature', 'Fiction', 'Poetry']",,,,https://www.amazon.com/dp/0394800796,,,,0394800796,4.9
The Day the Crayons Quit,,"https://images-na.ssl-images-amazon.com/images/I/51JNz57DqLL._SX218_BO1,204,203,200_QL40_ML2_.jpg",,,[],,,,https://www.amazon.com/dp/0399255370,,,,0399255370,4.8
Lord of the Flies,,"https://images-na.ssl-images-amazon.com/images/I/51eeAWItwbL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Politics', 'Social Sciences', 'Government']",,,,https://www.amazon.com/dp/0399501487,,,,0399501487,4.6
It's Not Easy Being a Bunny (Beginner Books(R)),,"https://images-na.ssl-images-amazon.com/images/I/51al5c5C52L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,https://www.amazon.com/dp/0394861027,,,,0394861027,4.8
Where the Red Fern Grows,,"https://images-na.ssl-images-amazon.com/images/I/51-f3gFKLFL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,https://www.amazon.com/dp/0399551239,,,,0399551239,4.8
Number the Stars,,"https://images-na.ssl-images-amazon.com/images/I/41XCbq6zNDL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,https://www.amazon.com/dp/0395510600,,,,0395510600,4.8
The Giver of Stars: A Novel,,"https://images-na.ssl-images-amazon.com/images/I/41sPrTyJpOL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature', 'Fiction', 'Genre']",,,,https://www.amazon.com/dp/0399562486,,,,0399562486,4.6
The Hobbit,,"https://images-na.ssl-images-amazon.com/images/I/51bswAZD4zL._SX218_BO1,204,203,200_QL40_ML2_.jpg",,,"['Teen', 'Young Adult', 'Science-Fiction', 'Fantasy']",,,,https://www.amazon.com/dp/0395873460,,,,0007611625,4.8
Who Moved My Cheese,,"https://images-na.ssl-images-amazon.com/images/I/51re92xq-zL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Business', 'Money', 'Culture']",,,,https://www.amazon.com/dp/0399144463,,,,0399144463,4.6
Wreck This Journal (Black) Expanded Edition,,"https://images-na.ssl-images-amazon.com/images/I/41NME+X1P5L._SY344_BO1,204,203,200_.jpg",,,"['Crafts', 'Hobbies', 'Home']",,,,https://www.amazon.com/dp/0399161945,,,,0399161945,4.7
Born a Crime: Stories from a South African Childhood,,"https://images-na.ssl-images-amazon.com/images/I/51r9P74XKvL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Biographies', 'Memoirs', 'Art', 'Literature']",,,,https://www.amazon.com/dp/0399588175,,,,0399588175,4.8
Educated: A Memoir,,"https://images-na.ssl-images-amazon.com/images/I/417zjFiUwEL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Biographies', 'Memoirs', 'Community', 'Culture']",,,,https://www.amazon.com/dp/0399590501,,,,0099511029,4.7
The Water Dancer (Oprah's Book Club): A Novel,,"https://images-na.ssl-images-amazon.com/images/I/51IA60IJysL._SY291_BO1,204,203,200_QL40_ML2_.jpg",,,"['Literature', 'Fiction', 'United', 'States']",,,,https://www.amazon.com/dp/0399590595,,,,0399590595,4.6
Big Little Lies,,"https://images-na.ssl-images-amazon.com/images/I/510gP8gOxAL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Mystery', 'Thriller', 'Suspense']",,,,https://www.amazon.com/dp/0399167064,,,,0399167064,4.6
The Water Dancer: A Novel,,"https://images-na.ssl-images-amazon.com/images/I/51gSloBtq0L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature', 'Fiction', 'United', 'States']",,,,https://www.amazon.com/dp/0399590617,,,,0399590617,4.6
The Ride of a Lifetime: Lessons Learned from 15 Years as CEO of the Walt Disney Company,,"https://images-na.ssl-images-amazon.com/images/I/417Y7P8kW0L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Humor', 'Entertainment', 'Movie']",,,,https://www.amazon.com/dp/0399592091,,,,0399592091,4.8
