title,authors,cover,summary,language,categories,editor,publicationYear,pagesNumber,amazonLink,kindleLink,audibleLink,fnacLink,ISBN,rating
Midnight Sun,['Stephenie Meyer'],"https://images-na.ssl-images-amazon.com/images/I/41P0fRGbETL._SY291_BO1,204,203,200_QL40_ML2_.jpg",,,"['Teen & Young Adult', 'Science Fiction & Fantasy']",,,,,,,,031670704X,4.8
The President Is Missing: A Novel,['James PattersonBill Clinton'],"https://images-na.ssl-images-amazon.com/images/I/41f+1g0EdjL._SY344_BO1,204,203,200_.jpg",,,"['Literature & Fiction', 'Action & Adventure']",,,,,,,,0316412694,4.4
The Catcher in the Rye,['J. D. Salinger'],"https://images-na.ssl-images-amazon.com/images/I/518dVCGFuhL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature & Fiction', 'United States']",,,,,,,,9780316769174,4.5
The Catcher in the Rye,['J.D. Salinger'],"https://images-na.ssl-images-amazon.com/images/I/51EqnTkohBL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature & Fiction', 'United States']",,,,,,,,7543321726,4.5
The Catcher in the Rye,['J. D. Salinger'],"https://images-na.ssl-images-amazon.com/images/I/51jwwjnQ4-L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature & Fiction', 'United States']",,,,,,,,0316769533,4.5
Golden Girl,['Elin Hilderbrand'],"https://images-na.ssl-images-amazon.com/images/I/41k8ULDC0eL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature & Fiction', 'Genre Fiction']",,,,,,,,0316420085,4.6
"Deadly Cross (Alex Cross, 26)",['James Patterson'],"https://images-na.ssl-images-amazon.com/images/I/41HlokRYu1L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Mystery, Thriller & Suspense', 'Thrillers & Suspense']",,,,,,,,0316420255,4.7
The Anatomy Coloring Book,"['by Wynn Kapit (Author), Lawrence M. Elson (Author)']",,,,"['New, Used & Rental Textbooks', 'Medicine & Health Sciences']",,,,,,,,0321832019,4.6
The Autobiography of Malcolm X: As Told to Alex Haley,['Alex Haley'],"https://images-na.ssl-images-amazon.com/images/I/51K6Bsvbn6L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Politics & Social Sciences', 'Social Sciences']",,,,,,,,0345350685,4.8
The Autobiography of Malcolm X (As Told to Alex Haley),['Alex Haley'],"https://images-na.ssl-images-amazon.com/images/I/51TNvYQ7ODL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Politics & Social Sciences', 'Social Sciences']",,,,,,,,0345376714,4.8
Women Who Run with the Wolves: Myths and Stories of the Wild Woman Archetype,['Clarissa Pinkola Estes'],"https://images-na.ssl-images-amazon.com/images/I/51y80rdnDGL._SY291_BO1,204,203,200_QL40_ML2_.jpg",,,"['Politics & Social Sciences', 'Social Sciences']",,,,,,,,9780345377449,4.7
Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype,['Clarissa Pinkola Estes'],"https://images-na.ssl-images-amazon.com/images/I/51Vh2-+5SrL._SY344_BO1,204,203,200_.jpg",,,"['Politics & Social Sciences', 'Social Sciences']",,,,,,,,0345396812,4.7
Women Who Run with the Wolves: Myths and Stories of the Wild Woman Archetype,['by Clarissa Pinkola Estés (Author)'],"https://images-na.ssl-images-amazon.com/images/I/51G1xSEMQQL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Health, Fitness & Dieting', 'Psychology & Counseling']",,,,,,,,0345409876,4.7
"Sacred Woman: A Guide to Healing the Feminine Body, Mind, and Spirit",['Queen Afua'],"https://images-na.ssl-images-amazon.com/images/I/41SS7ziFMoL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,,,,,0345434862,4.7
Mindset: The New Psychology of Success,['Carol S. Dweck'],"https://images-na.ssl-images-amazon.com/images/I/41j2-Rz1jiL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Business & Money', 'Personal Finance']",,,,,,,,0345472322,4.6
The Lord of the Rings Illustrated Edition,['J.R.R. Tolkien'],"https://images-na.ssl-images-amazon.com/images/I/41vN31PD7SL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Science Fiction & Fantasy', 'Fantasy']",,,,,,,,0358653037,4.8
I Know Why the Caged Bird Sings,['Maya Angelou'],"https://images-na.ssl-images-amazon.com/images/I/41uIj3hEi1L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature & Fiction', 'Poetry']",,,,,,,,0345514408,4.8
The Racketeer: A Novel,['John Grisham'],"https://images-na.ssl-images-amazon.com/images/I/51+f6uftBXL._SY344_BO1,204,203,200_.jpg",,,"['Mystery, Thriller & Suspense', 'Thrillers & Suspense']",,,,,,,,034553057,4.4
Defending Jacob: A Novel,['William Landay'],"https://images-na.ssl-images-amazon.com/images/I/51kW8Whh7xL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Mystery, Thriller & Suspense', 'Thrillers & Suspense']",,,,,,,,0345533666,4.4
A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,['George R. R. Martin'],"https://images-na.ssl-images-amazon.com/images/I/61iRBvRYEcL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature & Fiction', 'Genre Fiction']",,,,,,,,0345535529,4.7
J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,['J.R.R. Tolkien'],"https://images-na.ssl-images-amazon.com/images/I/51ZPu2ZxiIL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature & Fiction', 'Genre Fiction']",,,,,,,,0345538374,4.8
Jurassic Park: A Novel,['Michael Crichton'],"https://images-na.ssl-images-amazon.com/images/I/51L1V4DpHpL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature & Fiction', 'Action & Adventure']",,,,,,,,0345538986,4.8
Red Rising,['Pierce Brown'],"https://images-na.ssl-images-amazon.com/images/I/517HuWn9+mL._SY344_BO1,204,203,200_.jpg",,,"['Literature & Fiction', 'Action & Adventure']",,,,,,,,0553390791,4.6
Red Rising,['Pierce Brown'],"https://images-na.ssl-images-amazon.com/images/I/512-fbp3fCL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature & Fiction', 'Action & Adventure']",,,,,,,,034553980X,4.6
Sycamore Row (The Jake Brigance),['John Grisham'],"https://images-na.ssl-images-amazon.com/images/I/41Y7imaU4oL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Mystery, Thriller & Suspense', 'Thrillers & Suspense']",,,,,,,,0345543246,4.6
Gray Mountain: A Novel,['John Grisham'],"https://images-na.ssl-images-amazon.com/images/I/51tXQbOP7wL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Mystery, Thriller & Suspense', 'Thrillers & Suspense']",,,,,,,,0345543254,4.0
Small Great Things: A Novel,['Jodi Picoult'],"https://images-na.ssl-images-amazon.com/images/I/517r4Ni5PnL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature & Fiction', 'Genre Fiction']",,,,,,,,0345544978,4.7
Call Me by Your Name: A Novel,['André Aciman'],"https://images-na.ssl-images-amazon.com/images/I/51KnnMD1+JL._SY344_BO1,204,203,200_.jpg",,,"['LGBTQ+ Books', 'Literature & Fiction']",,,,,,,,0374118043,4.7
The Underground Railroad: A Novel,['Colson Whitehead'],"https://images-na.ssl-images-amazon.com/images/I/51B4-CSCeaL._SY291_BO1,204,203,200_QL40_ML2_.jpg",,,"['Literature & Fiction', 'United States']",,,,,,,,0345804325,4.5
The Nickel Boys: A Novel,['Colson Whitehead'],"https://images-na.ssl-images-amazon.com/images/I/41yoeWi986S._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature & Fiction', 'Genre Fiction']",,,,,,,,0345804341,4.6
The Shining,['Stephen King'],"https://images-na.ssl-images-amazon.com/images/I/41ksNxnzTIL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature & Fiction', 'Genre Fiction']",,,,,,,,0345806786,4.8
The Mamba Mentality: How I Play,['Kobe Bryant'],"https://images-na.ssl-images-amazon.com/images/I/51U2Nh1UllL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Sports & Outdoors', 'Biographies']",,,,,,,,0374201234,4.9
12 Rules for Life: An Antidote to Chaos,['Jordan B. Peterson'],"https://images-na.ssl-images-amazon.com/images/I/41kspFBwVxL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Health, Fitness & Dieting', 'Psychology & Counseling']",,,,,,,,0345816021,4.8
Deep Work,['Cal Newport'],"https://images-na.ssl-images-amazon.com/images/I/41innd7H0aL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Business & Money', 'Management & Leadership']",,,,,,,,0349411905,4.6
"Thinking, Fast and Slow",['Daniel Kahneman'],"https://images-na.ssl-images-amazon.com/images/I/319zc862DSL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Business & Money', 'Management & Leadership']",,,,,,,,0374275637,4.6
The Vanishing Half: Shortlisted for the Women's Prize 2021,['Brit Bennett'],"https://images-na.ssl-images-amazon.com/images/I/51uIHS3KfdL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['LGBTQ+ Books', 'Literature & Fiction']",,,,,,,,0349701474,4.4
If Animals Kissed Good Night,['Ann Whitford Paul'],"https://images-na.ssl-images-amazon.com/images/I/51PRQuO-xjL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,,,,,0374300216,4.8
Holes,['Louis Sachar'],"https://images-na.ssl-images-amazon.com/images/I/516ae4UcBeL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,,,,,0374312648,4.8
"The Pout-Pout Fish (A Pout-Pout Fish Adventure, 1)",['Deborah DiesenDan Hanna'],"https://images-na.ssl-images-amazon.com/images/I/51QCFvcj9HL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,,,,,0374360960,4.9
The Pout-Pout Fish,['Deborah Diesen'],"https://images-na.ssl-images-amazon.com/images/I/517WikvSOAL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,,,,,0374360979,4.9
"A Wrinkle in Time (A Wrinkle in Time Quintet, 1)","[""Madeleine L'Engle""]","https://images-na.ssl-images-amazon.com/images/I/51bfA12xBBL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Teen & Young Adult', 'Science Fiction & Fantasy']",,,,,,,,0374386137,4.6
"Thinking, Fast and Slow",['Daniel Kahneman'],"https://images-na.ssl-images-amazon.com/images/I/41wI53OEpCL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Business & Money', 'Management & Leadership']",,,,,,,,0374533555,4.6
I Know Why the Caged Bird Sings,['Maya Angelou'],"https://images-na.ssl-images-amazon.com/images/I/51LYB1NRg5L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Politics & Social Sciences', 'Sociology']",,,,,,,,0375507892,4.8
The Monster at the End of This Book (Sesame Street) (Big Bird's Favorites Board Books),['Jon Stone'],"https://images-na.ssl-images-amazon.com/images/I/61YL0R+SqEL._SY344_BO1,204,203,200_.jpg",,,[],,,,,,,,0375805613,4.9
Junie B. Jones's First Boxed Set Ever! (Books 1-4),['Barbara Park'],"https://images-na.ssl-images-amazon.com/images/I/51zODjikJoL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,,,,,9780375813610,4.8
"Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates Past Noon",['Mary Pope Osborne'],"https://images-na.ssl-images-amazon.com/images/I/51XlTkEKGhL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,,,,,9780375813658,4.8
Happy Birthday to You! (Mini Pops),['Dr. Seuss'],"https://images-na.ssl-images-amazon.com/images/I/51qQPN-wYPL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,,,,,0375823115,4.8
The Book Thief,['Markus Zusak'],"https://images-na.ssl-images-amazon.com/images/I/51OnU2r3LeL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,,,,,0375831002,4.7
The Book Thief,['Markus Zusak'],"https://images-na.ssl-images-amazon.com/images/I/51C8Tg0TCaL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,,,,,0375842209,4.7
"Dr. Seuss's Beginner Book Collection (Cat in the Hat, One Fish Two Fish, Green Eggs and Ham, Hop on Pop, Fox in Socks)",['Dr. Seuss'],"https://images-na.ssl-images-amazon.com/images/I/51PWDGLykIL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature & Fiction', 'Poetry']",,,,,,,,0375851569,4.9
Wonder,['R. J. Palacio'],"https://images-na.ssl-images-amazon.com/images/I/41VJT+TCLkL._SY344_BO1,204,203,200_.jpg",,,[],,,,,,,,0375969020,4.8
Rebecca,['Daphne Du Maurier'],"https://images-na.ssl-images-amazon.com/images/I/51lJtCKRBoL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Mystery, Thriller & Suspense', 'Thrillers & Suspense']",,,,,,,,0380730405,4.5
Coraline,['Neil Gaiman'],"https://images-na.ssl-images-amazon.com/images/I/41Et0Gz5tBL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,,,,,0380807343,4.8
Coraline,['Neil Gaiman'],"https://images-na.ssl-images-amazon.com/images/I/41MK9kRFOlL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,,,,,0380977788,4.8
The Shining,['Stephen King'],"https://images-na.ssl-images-amazon.com/images/I/51D98iK9wXL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature & Fiction', 'Genre Fiction']",,,,,,,,0385121679,4.8
The Stand: The Complete and Uncut Edition,['Stephen King'],"https://images-na.ssl-images-amazon.com/images/I/51TP0hoY+nL._SY344_BO1,204,203,200_.jpg",,,"['Literature & Fiction', 'Genre Fiction']",,,,,,,,0385199570,4.7
Outlander,['Diana Gabaldon'],"https://images-na.ssl-images-amazon.com/images/I/41gqTTYsSHL._SY291_BO1,204,203,200_QL40_ML2_.jpg",,,"['Literature & Fiction', 'Genre Fiction']",,,,,,,,0385302304,4.7
Dragonfly in Amber (Outlander),['Diana Gabaldon'],"https://images-na.ssl-images-amazon.com/images/I/41RsyQ96Z9L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature & Fiction', 'Genre Fiction']",,,,,,,,0385302312,4.8
Voyager (Outlander),['Diana Gabaldon'],"https://images-na.ssl-images-amazon.com/images/I/41SsKD7DnrL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature & Fiction', 'Genre Fiction']",,,,,,,,0385302320,4.8
Slaughterhouse-Five: A Novel,['Kurt Vonnegut'],"https://images-na.ssl-images-amazon.com/images/I/41+1PJ-I9gL._SY344_BO1,204,203,200_.jpg",,,"['Literature & Fiction', 'Genre Fiction']",,,,,,,,0385312083,4.5
The Fiery Cross,['Diana Gabaldon'],"https://images-na.ssl-images-amazon.com/images/I/41rnN00c5-L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature & Fiction', 'Genre Fiction']",,,,,,,,0385315279,4.7
Outlander,['Diana Gabaldon'],"https://images-na.ssl-images-amazon.com/images/I/410grXJoJVL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature & Fiction', 'Genre Fiction']",,,,,,,,0385319959,4.7
A Breath of Snow and Ashes (Outlander),['Diana Gabaldon'],"https://images-na.ssl-images-amazon.com/images/I/51pvr9qHA6L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Science Fiction & Fantasy', 'Fantasy']",,,,,,,,0385324162,4.8
Slaughterhouse-Five: A Novel (Modern Library 100 Best Novels),['Kurt Vonnegut'],"https://images-na.ssl-images-amazon.com/images/I/41-D+w0DPxL._SY344_BO1,204,203,200_.jpg",,,"['Literature & Fiction', 'Genre Fiction']",,,,,,,,0812988523,4.5
"Dragonfly in Amber (Outlander, Book 2)",['Diana Gabaldon'],"https://images-na.ssl-images-amazon.com/images/I/41WN9brgivL._SY291_BO1,204,203,200_QL40_ML2_.jpg",,,"['Literature & Fiction', 'Genre Fiction']",,,,,,,,0385335970,4.8
The Guernsey Literary and Potato Peel Pie Society: A Novel,['Mary Ann ShafferAnnie Barrows'],"https://images-na.ssl-images-amazon.com/images/I/51YOkLTmvZL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature & Fiction', 'Genre Fiction']",,,,,,,,1741751683,4.7
The Guernsey Literary and Potato Peel Pie Society,['Mary Ann ShafferAnnie Barrows'],"https://images-na.ssl-images-amazon.com/images/I/51zSWUuPdTL._SY291_BO1,204,203,200_QL40_ML2_.jpg",,,"['Literature & Fiction', 'Genre Fiction']",,,,,,,,9780385341004,4.7
An Echo in the Bone (Outlander),['Diana Gabaldon'],"https://images-na.ssl-images-amazon.com/images/I/41CssNzw4dL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Science Fiction & Fantasy', 'Fantasy']",,,,,,,,0385342454,4.8
Written in My Own Heart's Blood (Outlander),['Diana Gabaldon'],"https://images-na.ssl-images-amazon.com/images/I/518jMjtY04L._SY291_BO1,204,203,200_QL40_ML2_.jpg",,,"['Science Fiction & Fantasy', 'Fantasy']",,,,,,,,0385344430,4.8
"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",['Erik Larson'],"https://images-na.ssl-images-amazon.com/images/I/4111Es3ImZL._SY291_BO1,204,203,200_QL40_ML2_.jpg",,,"['Biographies & Memoirs', 'Leaders & Notable People']",,,,,,,,0385348711,4.7
Station Eleven,['Emily St. John Mandel'],"https://images-na.ssl-images-amazon.com/images/I/51btHvH7AxL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Science Fiction & Fantasy', 'Science Fiction']",,,,,,,,0385353308,4.3
Where Do Diggers Sleep at Night? (Where Do...Series),['Brianna Caplan SayresChristian Slade'],"https://images-na.ssl-images-amazon.com/images/I/61mlK5dRu2L._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,,,,,0385374151,4.8
The Wonderful Things You Will Be,['Emily Winfield Martin'],"https://images-na.ssl-images-amazon.com/images/I/51gEY86ijML._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,,,,,0385376715,4.9
P is for Potty! (Sesame Street) (Lift-the-Flap),"['by Naomi Kleinberg (Author), Christopher Moroney (Illustrator)']","https://images-na.ssl-images-amazon.com/images/I/51yRKiHej-L._SX218_BO1,204,203,200_QL40_ML2_.jpg",,,[],,,,,,,,9780385383691,4.7
"Tuesdays with Morrie: An Old Man, A Young Man and Life's Greatest Lesson",['Mitch Albom'],"https://images-na.ssl-images-amazon.com/images/I/51bybVdueNL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Self-Help', 'Death & Grief']",,,,,,,,0385484518,4.8
The Handmaid's Tale,['Margaret Atwood'],"https://images-na.ssl-images-amazon.com/images/I/41vgWYsM82L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature & Fiction', 'Genre Fiction']",,,,,,,,038549081X,4.4
Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,['David Grann'],"https://images-na.ssl-images-amazon.com/images/I/514QUJzXGZL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Politics & Social Sciences', 'Social Sciences']",,,,,,,,9780385534246,4.6
The Night Circus,['Erin Morgenstern'],"https://images-na.ssl-images-amazon.com/images/I/51QcEPZYk1L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature & Fiction', 'Genre Fiction']",,,,,,,,0385534639,4.5
The Body: A Guide for Occupants,['Bill Bryson'],"https://images-na.ssl-images-amazon.com/images/I/41FdaN8NBfL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Humor & Entertainment', 'Humor']",,,,,,,,0385539304,4.7
The Underground Railroad (Pulitzer Prize Winner) (National Book Award Winner) (Oprah's Book Club): A Novel,['Colson Whitehead'],"https://images-na.ssl-images-amazon.com/images/I/61HE7QKyt3L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature & Fiction', 'United States']",,,,,,,,0385542364,4.5
Hidden Valley Road: Inside the Mind of an American Family,['Robert Kolker'],"https://images-na.ssl-images-amazon.com/images/I/51HozGo5tZL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Biographies & Memoirs', 'Professionals & Academics']",,,,,,,,038554376X,4.5
"Darker: Fifty Shades Darker as Told by Christian (Fifty Shades Of Grey Series, 5)",['E L James'],"https://images-na.ssl-images-amazon.com/images/I/41ktPbvn3ZL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,,,,,0385543913,4.8
The Guardians: A Novel,['John Grisham'],"https://images-na.ssl-images-amazon.com/images/I/518n8X9DFcL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Mystery, Thriller & Suspense', 'Thrillers & Suspense']",,,,,,,,0385544189,4.5
A Time for Mercy (Jake Brigance),['John Grisham'],"https://images-na.ssl-images-amazon.com/images/I/51Q4FT2AIfL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Mystery, Thriller & Suspense', 'Thrillers & Suspense']",,,,,,,,0385545967,4.6
The Judge's List: A Novel (The Whistler),['John Grisham'],"https://images-na.ssl-images-amazon.com/images/I/416Uc0RhQWL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Mystery, Thriller & Suspense', 'Thrillers & Suspense']",,,,,,,,0385546025,4.5
While Justice Sleeps: A Novel,['Stacey Abrams'],"https://images-na.ssl-images-amazon.com/images/I/51RXjg08xcL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Mystery, Thriller & Suspense', 'Thrillers & Suspense']",,,,,,,,0385546572,4.5
Sooley: A Novel,['John Grisham'],"https://images-na.ssl-images-amazon.com/images/I/41xFSVEhMHL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature & Fiction', 'Genre Fiction']",,,,,,,,0385547684,4.5
