title,authors,cover,summary,language,categories,editor,publicationYear,pagesNumber,amazonLink,kindleLink,audibleLink,fnacLink,ISBN,rating
Homo Deus: A Brief History of Tomorrow,['Yuval Noah Harari'],"https://images-na.ssl-images-amazon.com/images/I/41c-iQqDNSL._SY291_BO1,204,203,200_QL40_ML2_.jpg",,,"['History', 'World']",,,,,,,,0062464345,4.6
The Wild Unknown Tarot Deck and Guidebook (Official Keepsake Box Set),['Kim Krans'],"https://images-na.ssl-images-amazon.com/images/I/41dHJa3a6OL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Religion & Spirituality', 'New Age & Spirituality']",,,,,,,,0062466593,4.8
The Bad Seed (The Food Group),['Jory JohnPete Oswald'],"https://images-na.ssl-images-amazon.com/images/I/41o4ElxdqTL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,,,,,006246776X,4.8
The Rose Code: A Novel,['Kate Quinn'],"https://images-na.ssl-images-amazon.com/images/I/51tXM4TLUxL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature & Fiction', 'Genre Fiction']",,,,,,,,0062943472,4.7
Divergent,['Veronica Roth'],"https://images-na.ssl-images-amazon.com/images/I/51dGX+odxcL._SY344_BO1,204,203,200_.jpg",,,"['Teen & Young Adult', 'Literature & Fiction']",,,,,,,,9780062024022,4.6
Divergent / Insurgent,['Veronica Roth'],"https://images-na.ssl-images-amazon.com/images/I/51h4JPR8ZIL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Teen & Young Adult', 'Literature & Fiction']",,,,,,,,9780062024046,4.6
"Insurgent (Divergent Series, 2)",['Veronica Roth'],"https://images-na.ssl-images-amazon.com/images/I/51xAOiKz4iL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Teen & Young Adult', 'Literature & Fiction']",,,,,,,,0062024051,4.6
Allegiant,['Veronica Roth'],"https://images-na.ssl-images-amazon.com/images/I/51WKe9aGJIL._SY291_BO1,204,203,200_QL40_ML2_.jpg",,,"['Teen & Young Adult', 'Literature & Fiction']",,,,,,,,006202406X,3.9
"Allegiant (Divergent Series, 3)",['Veronica Roth'],"https://images-na.ssl-images-amazon.com/images/I/51uKkJzieBL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Teen & Young Adult', 'Literature & Fiction']",,,,,,,,0062024078,3.9
The 48 Laws of Power,['Robert Greene'],"https://images-na.ssl-images-amazon.com/images/I/41KY-NORo9L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Politics & Social Sciences', 'Politics & Government']",,,,,,,,0140280197,4.7
The Hate U Give,['Angie Thomas'],"https://images-na.ssl-images-amazon.com/images/I/417uKEjLwZL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Teen & Young Adult', 'Literature & Fiction']",,,,,,,,0062498533,4.8
Brave New World,['Aldous Huxley'],"https://images-na.ssl-images-amazon.com/images/I/41-n-3hZMeL._SY291_BO1,204,203,200_QL40_ML2_.jpg",,,"['Literature & Fiction', 'United States']",,,,,,,,0060850523,4.6
The Dutch House: A Novel,['Ann Patchett'],"https://images-na.ssl-images-amazon.com/images/I/515Jg9lLYaL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature & Fiction', 'Genre Fiction']",,,,,,,,0062963686,4.4
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",['Neil GaimanTerry Pratchett'],"https://images-na.ssl-images-amazon.com/images/I/51p8eaJSMhL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature & Fiction', 'Genre Fiction']",,,,,,,,0060853964,4.7
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch (Cover may vary)",['Neil GaimanTerry Pratchett'],"https://images-na.ssl-images-amazon.com/images/I/51FuLRqRQwL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature & Fiction', 'Genre Fiction']",,,,,,,,0060853980,4.7
The Happy in a Hurry Cookbook: 100-Plus Fast and Easy New Recipes That Taste Like Home (The Happy Cookbook Series),['Steve Doocy'],"https://images-na.ssl-images-amazon.com/images/I/51oNirCoKnL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Cookbooks, Food & Wine', 'Cooking Education & Reference']",,,,,,,,0062968394,4.6
"The Selection (The Selection, 1)",['Kiera Cass'],"https://images-na.ssl-images-amazon.com/images/I/51S1EKvtBGL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Teen & Young Adult', 'Science Fiction & Fantasy']",,,,,,,,0062059947,4.6
The Song of Achilles,['Madeline Miller'],"https://images-na.ssl-images-amazon.com/images/I/51IvdNGl8rL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature & Fiction', 'Genre Fiction']",,,,,,,,0062060619,4.7
The Song of Achilles: A Novel,['Madeline Miller'],"https://images-na.ssl-images-amazon.com/images/I/514aE49swxL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature & Fiction', 'Genre Fiction']",,,,,,,,0062060627,4.7
Hatchet,['Gary Paulsen'],"https://images-na.ssl-images-amazon.com/images/I/512YBXRZW0L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Teen & Young Adult', 'Literature & Fiction']",,,,,,,,014032724X,4.7
The Alchemist - Gift Edition,['Paulo Coelho'],"https://images-na.ssl-images-amazon.com/images/I/41RV3UHnwsL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Reference', 'Writing, Research & Publishing Guides']",,,,,,,,0060887966,4.7
"The Boy, the Mole, the Fox and the Horse",['Charlie Mackesy'],"https://images-na.ssl-images-amazon.com/images/I/418D9yYGB3L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Comics & Graphic Novels', 'Graphic Novels']",,,,,,,,0062976583,4.8
The Last Anniversary: A Novel,['Liane Moriarty'],"https://images-na.ssl-images-amazon.com/images/I/41tHduyvl+L._SY344_BO1,204,203,200_.jpg",,,"['Literature & Fiction', 'Dramas & Plays']",,,,,,,,9780060890681,4.2
And Then There Were None (Agatha Christie Mysteries Collection (Paperback)),['Agatha Christie'],"https://images-na.ssl-images-amazon.com/images/I/51BuT4UsvNL._SY291_BO1,204,203,200_QL40_ML2_.jpg",,,"['Mystery, Thriller & Suspense', 'Thrillers & Suspense']",,,,,,,,0062073478,4.5
And Then There Were None,['Agatha Christie'],"https://images-na.ssl-images-amazon.com/images/I/51MlxNgCsyL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Mystery, Thriller & Suspense', 'Thrillers & Suspense']",,,,,,,,0062073486,4.5
The Secret Garden,['Frances Hodgson Burnett'],"https://images-na.ssl-images-amazon.com/images/I/51o1GtZNZeL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,,,,,0062981951,4.7
"War Lord: A Novel (Saxon Tales, 13)",['Bernard Cornwell'],"https://images-na.ssl-images-amazon.com/images/I/51xvgL3vcHL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature & Fiction', 'Genre Fiction']",,,,,,,,0062563297,4.8
To Kill a Mockingbird,['Harper Lee'],"https://images-na.ssl-images-amazon.com/images/I/51IXWZzlgSL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature & Fiction', 'Genre Fiction']",,,,,,,,0060935464,4.8
The Alice Network: A Novel,['Kate Quinn'],"https://images-na.ssl-images-amazon.com/images/I/51zasKuYksL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature & Fiction', 'Genre Fiction']",,,,,,,,0062654195,4.6
The Last Mrs. Parrish: A Novel,['Liv Constantine'],"https://images-na.ssl-images-amazon.com/images/I/51J--Mv0jxL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Mystery, Thriller & Suspense', 'Thrillers & Suspense']",,,,,,,,0062667580,4.4
Leave the World Behind: A Novel,['Rumaan Alam'],"https://images-na.ssl-images-amazon.com/images/I/41YsBIU+l8S._SY344_BO1,204,203,200_.jpg",,,"['Literature & Fiction', 'Genre Fiction']",,,,,,,,0062667645,3.6
"Divergent 10th Anniversary Edition (Divergent Series, 1)",['Veronica Roth'],"https://images-na.ssl-images-amazon.com/images/I/51vf+Zd6qxL._SY344_BO1,204,203,200_.jpg",,,"['Teen & Young Adult', 'Literature & Fiction']",,,,,,,,0063040514,4.6
"Insurgent Anniversary Edition (Divergent Series, 2)",['Veronica Roth'],"https://images-na.ssl-images-amazon.com/images/I/510leyjEUiL._SY291_BO1,204,203,200_QL40_ML2_.jpg",,,"['Teen & Young Adult', 'Literature & Fiction']",,,,,,,,0063040522,4.6
"Allegiant Anniversary Edition (Divergent Series, 3)",['Veronica Roth'],"https://images-na.ssl-images-amazon.com/images/I/51jTXHiYOML._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Teen & Young Adult', 'Literature & Fiction']",,,,,,,,0063040530,3.9
Hillbilly Elegy [movie tie-in]: A Memoir of a Family and Culture in Crisis,['J. D. Vance'],"https://images-na.ssl-images-amazon.com/images/I/51aK9ixl7tL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Biographies & Memoirs', 'Historical']",,,,,,,,0063045982,4.5
Finding Freedom: Harry and Meghan and the Making of a Modern Royal Family,['Omid ScobieCarolyn Durand'],"https://images-na.ssl-images-amazon.com/images/I/41EOuDhySsL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Biographies & Memoirs', 'Leaders & Notable People']",,,,,,,,0063046105,4.2
Finding Freedom: Harry and Meghan,['Omid ScobieCarolyn Durand'],"https://images-na.ssl-images-amazon.com/images/I/41XlJlEmxhS._SY291_BO1,204,203,200_QL40_ML2_.jpg",,,"['Biographies & Memoirs', 'Leaders & Notable People']",,,,,,,,0063046113,4.2
The Woman in the Window: A Novel,['A. J Finn'],"https://images-na.ssl-images-amazon.com/images/I/51Q0ZA4gmBL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Mystery, Thriller & Suspense', 'Thrillers & Suspense']",,,,,,,,0062678426,4.4
Charlotte's Web,['E. B WhiteGarth Williams'],"https://images-na.ssl-images-amazon.com/images/I/61+3z1o4oUL._SY344_BO1,204,203,200_.jpg",,,[],,,,,,,,006112495,4.8
Corduroy,['Don Freeman'],"https://images-na.ssl-images-amazon.com/images/I/51sIORH4JqL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,,,,,0140501738,4.9
The Hating Game,['Sally Thorne'],"https://images-na.ssl-images-amazon.com/images/I/51PYLBJfDkL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Humor & Entertainment', 'Humor']",,,,,,,,0063063530,4.5
Brave New World,['Aldous Huxley'],"https://images-na.ssl-images-amazon.com/images/I/51K6hPJ0buL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature & Fiction', 'United States']",,,,,,,,0062696122,4.6
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",['Neil GaimanTerry Pratchett'],"https://images-na.ssl-images-amazon.com/images/I/51YxR2RGvbL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Literature & Fiction', 'Genre Fiction']",,,,,,,,0062697250,4.7
Bridgerton [TV Tie-in] (Bridgertons Book 1),['Julia Quinn'],"https://images-na.ssl-images-amazon.com/images/I/513yHCCzv5L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,,,,,0063078902,4.6
American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,['Chris KyleScott McEwenJim DeFelice'],"https://images-na.ssl-images-amazon.com/images/I/51xvbhi2FaL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Biographies & Memoirs', 'Leaders & Notable People']",,,,,,,,0062238868,4.6
The Last Mrs. Parrish: A Novel,['Liv Constantine'],"https://images-na.ssl-images-amazon.com/images/I/51WcJ-9vXvL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Mystery, Thriller & Suspense', 'Thrillers & Suspense']",,,,,,,,0063111306,4.4
"The Viscount Who Loved Me: Bridgerton (Bridgertons, 2)",['Julia Quinn'],"https://images-na.ssl-images-amazon.com/images/I/51DcgMYEeWL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,,,,,006313862X,4.6
"Offer from a Gentleman, An: Bridgerton (Bridgertons, 3)",['Julia Quinn'],"https://images-na.ssl-images-amazon.com/images/I/51fXh9AYuEL._SY291_BO1,204,203,200_QL40_ML2_.jpg",,,[],,,,,,,,0063138646,4.6
"Romancing Mister Bridgerton: Bridgerton (Bridgertons, 4)",['Julia Quinn'],"https://images-na.ssl-images-amazon.com/images/I/51JAI9LXHoL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,,,,,0063141248,4.6
"To Sir Phillip, With Love: Bridgerton (Bridgertons, 5)",['Julia Quinn'],"https://images-na.ssl-images-amazon.com/images/I/51qJJ-KyG-L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,,,,,0063141256,4.6
"When He Was Wicked: Bridgerton (Bridgertons, 6)",['Julia Quinn'],"https://images-na.ssl-images-amazon.com/images/I/51AfDNUuqBL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,,,,,0063141280,4.6
"It's in His Kiss: Bridgerton (Bridgertons, 7)",['Julia Quinn'],"https://images-na.ssl-images-amazon.com/images/I/51TV1a8TvpL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,[],,,,,,,,0063141299,4.6
"On the Way to the Wedding: Bridgerton (Bridgertons, 8)",['Julia Quinn'],"https://images-na.ssl-images-amazon.com/images/I/515Vu3mz+TL._SY344_BO1,204,203,200_.jpg",,,"['Romance', 'Historical']",,,,,,,,0063141302,4.6
"The Boy, the Mole, the Fox and the Horse Deluxe (Yellow) Edition",['Charlie Mackesy'],"https://images-na.ssl-images-amazon.com/images/I/41LsNc3zJHL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Comics & Graphic Novels', 'Graphic Novels']",,,,,,,,0063142783,4.8
The Tattooist of Auschwitz: A Novel,['Heather Morris'],"https://images-na.ssl-images-amazon.com/images/I/41ZBK9+E0vL._SY344_BO1,204,203,200_.jpg",,,"['Literature & Fiction', 'Genre Fiction']",,,,,,,,0062797158,4.7
Unfu*k Yourself: Get Out of Your Head and into Your Life (Unfu*k Yourself series),['Gary John Bishop'],"https://images-na.ssl-images-amazon.com/images/I/41e7CLOxUIL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",,,"['Self-Help', 'Happiness']",,,,,,,,0062803832,4.6
